0.000000 -36.680   945.338  
1.000000 -36.673   945.342  
2.000000 -36.662   945.346  
3.000000 -36.676   945.363  
4.000000 -36.666   945.342  
5.000000 -36.668   945.335  
6.000000 -36.665   945.365  
7.000000 -36.658   945.355  
8.000000 -36.662   945.332  
9.000000 -36.674   945.347  
10.000000 -36.665   945.349  
11.000000 -36.661   945.346  
12.000000 -36.669   945.350  
13.000000 -36.674   945.351  
14.000000 -36.663   945.348  
15.000000 -36.667   945.363  
16.000000 -36.673   945.333  
17.000000 -36.672   945.340  
18.000000 -36.674   945.331  
19.000000 -36.671   945.331  
20.000000 -36.668   945.344  
21.000000 -36.673   945.337  
22.000000 -36.670   945.333  
23.000000 -36.673   945.315  
24.000000 -36.673   945.344  
25.000000 -36.680   945.333  
26.000000 -36.665   945.373  
27.000000 -36.666   945.312  
28.000000 -36.662   945.348  
29.000000 -36.663   945.340  
30.000000 -36.665   945.333  
31.000000 -36.671   945.333  
32.000000 -36.675   945.352  
33.000000 -36.663   945.343  
34.000000 -36.665   945.340  
35.000000 -36.668   945.337  
36.000000 -36.668   945.363  
37.000000 -36.664   945.327  
38.000000 -36.662   945.350  
39.000000 -36.660   945.368  
40.000000 -36.668   945.334  
41.000000 -36.671   945.383  
42.000000 -36.672   945.378  
43.000000 -36.670   945.340  
44.000000 -36.670   945.384  
45.000000 -36.675   945.345  
46.000000 -36.667   945.345  
47.000000 -36.662   945.331  
48.000000 -36.664   945.350  
49.000000 -36.680   945.341  
50.000000 -36.671   945.319  
51.000000 -36.678   945.346  
52.000000 -36.682   945.338  
53.000000 -36.676   945.309  
54.000000 -36.671   945.333  
55.000000 -36.675   945.316  
56.000000 -36.674   945.333  
57.000000 -36.680   945.336  
58.000000 -36.667   945.320  
59.000000 -36.666   945.326  
60.000000 -36.678   945.340  
61.000000 -36.678   945.330  
62.000000 -36.678   945.344  
63.000000 -36.669   945.347  
64.000000 -36.674   945.347  
65.000000 -36.675   945.361  
66.000000 -36.656   945.354  
67.000000 -36.668   945.342  
68.000000 -36.681   945.339  
69.000000 -36.674   945.333  
70.000000 -36.680   945.336  
71.000000 -36.665   945.356  
72.000000 -36.665   945.331  
73.000000 -36.679   945.333  
74.000000 -36.672   945.347  
75.000000 -36.667   945.337  
76.000000 -36.673   945.329  
77.000000 -36.669   945.331  
78.000000 -36.680   945.348  
79.000000 -36.685   945.348  
80.000000 -36.672   945.347  
81.000000 -36.668   945.324  
82.000000 -36.668   945.334  
83.000000 -36.673   945.349  
84.000000 -36.668   945.309  
85.000000 -36.675   945.334  
86.000000 -36.669   945.334  
87.000000 -36.671   945.337  
88.000000 -36.676   945.328  
89.000000 -36.678   945.359  
90.000000 -36.675   945.320  
91.000000 -36.670   945.342  
92.000000 -36.666   945.319  
93.000000 -36.668   945.346  
94.000000 -36.664   945.318  
95.000000 -36.676   945.323  
96.000000 -36.671   945.335  
97.000000 -36.670   945.324  
98.000000 -36.656   945.342  
99.000000 -36.660   945.312  
100.000000 -36.660   945.347  
101.000000 -36.666   945.331  
102.000000 -36.660   945.337  
103.000000 -36.674   945.376  
104.000000 -36.670   945.345  
105.000000 -36.662   945.322  
106.000000 -36.664   945.341  
107.000000 -36.675   945.337  
108.000000 -36.670   945.325  
109.000000 -36.675   945.340  
110.000000 -36.679   945.347  
111.000000 -36.681   945.326  
112.000000 -36.682   945.332  
113.000000 -36.677   945.322  
114.000000 -36.676   945.338  
115.000000 -36.672   945.364  
116.000000 -36.678   945.329  
117.000000 -36.678   945.319  
118.000000 -36.673   945.352  
119.000000 -36.675   945.309  
120.000000 -36.672   945.342  
121.000000 -36.671   945.320  
122.000000 -36.678   945.336  
123.000000 -36.668   945.343  
124.000000 -36.675   945.319  
125.000000 -36.673   945.315  
126.000000 -36.676   945.351  
127.000000 -36.677   945.343  
128.000000 -36.658   945.319  
129.000000 -36.675   945.331  
130.000000 -36.680   945.331  
131.000000 -36.674   945.345  
132.000000 -36.674   945.335  
133.000000 -36.679   945.309  
134.000000 -36.671   945.338  
135.000000 -36.683   945.328  
136.000000 -36.685   945.320  
137.000000 -36.679   945.302  
138.000000 -36.685   945.325  
139.000000 -36.676   945.331  
140.000000 -36.677   945.326  
141.000000 -36.671   945.330  
142.000000 -36.668   945.355  
143.000000 -36.665   945.349  
144.000000 -36.674   945.332  
145.000000 -36.670   945.349  
146.000000 -36.671   945.314  
147.000000 -36.670   945.322  
148.000000 -36.660   945.333  
149.000000 -36.663   945.346  
150.000000 -36.665   945.333  
151.000000 -36.668   945.331  
152.000000 -36.669   945.293  
153.000000 -36.658   945.333  
154.000000 -36.674   945.330  
155.000000 -36.676   945.322  
156.000000 -36.675   945.327  
157.000000 -36.677   945.334  
158.000000 -36.676   945.339  
159.000000 -36.666   945.317  
160.000000 -36.671   945.336  
161.000000 -36.670   945.348  
162.000000 -36.673   945.320  
163.000000 -36.673   945.333  
164.000000 -36.671   945.337  
165.000000 -36.668   945.340  
166.000000 -36.677   945.340  
167.000000 -36.675   945.356  
168.000000 -36.669   945.336  
169.000000 -36.669   945.347  
170.000000 -36.665   945.325  
171.000000 -36.672   945.331  
172.000000 -36.668   945.338  
173.000000 -36.671   945.357  
174.000000 -36.665   945.324  
175.000000 -36.675   945.308  
176.000000 -36.675   945.337  
177.000000 -36.664   945.330  
178.000000 -36.679   945.305  
179.000000 -36.671   945.326  
180.000000 -36.669   945.321  
181.000000 -36.676   945.334  
182.000000 -36.675   945.328  
183.000000 -36.664   945.346  
184.000000 -36.674   945.339  
185.000000 -36.670   945.343  
186.000000 -36.667   945.362  
187.000000 -36.669   945.332  
188.000000 -36.664   945.352  
189.000000 -36.679   945.357  
190.000000 -36.670   945.377  
191.000000 -36.662   945.325  
192.000000 -36.674   945.338  
193.000000 -36.670   945.346  
194.000000 -36.680   945.336  
195.000000 -36.672   945.342  
196.000000 -36.668   945.367  
197.000000 -36.676   945.332  
198.000000 -36.673   945.327  
199.000000 -36.675   945.323  
200.000000 -36.673   945.361  
201.000000 -36.669   945.346  
202.000000 -36.661   945.344  
203.000000 -36.660   945.344  
204.000000 -36.664   945.322  
205.000000 -36.670   945.336  
206.000000 -36.669   945.327  
207.000000 -36.668   945.340  
208.000000 -36.656   945.344  
209.000000 -36.669   945.362  
210.000000 -36.672   945.338  
211.000000 -36.671   945.361  
212.000000 -36.663   945.324  
213.000000 -36.673   945.337  
214.000000 -36.665   945.336  
215.000000 -36.672   945.351  
216.000000 -36.663   945.336  
217.000000 -36.668   945.362  
218.000000 -36.672   945.347  
219.000000 -36.671   945.307  
220.000000 -36.671   945.327  
221.000000 -36.673   945.354  
222.000000 -36.668   945.356  
223.000000 -36.678   945.356  
224.000000 -36.667   945.352  
225.000000 -36.667   945.364  
226.000000 -36.670   945.375  
227.000000 -36.664   945.361  
228.000000 -36.647   945.360  
229.000000 -36.656   945.348  
230.000000 -36.655   945.383  
231.000000 -36.658   945.361  
232.000000 -36.659   945.374  
233.000000 -36.655   945.342  
234.000000 -36.656   945.390  
235.000000 -36.668   945.385  
236.000000 -36.652   945.385  
237.000000 -36.654   945.355  
238.000000 -36.650   945.365  
239.000000 -36.664   945.376  
240.000000 -36.657   945.339  
241.000000 -36.657   945.370  
242.000000 -36.651   945.372  
243.000000 -36.652   945.361  
244.000000 -36.652   945.362  
245.000000 -36.660   945.379  
246.000000 -36.655   945.396  
247.000000 -36.653   945.382  
248.000000 -36.651   945.378  
249.000000 -36.658   945.390  
250.000000 -36.655   945.379  
251.000000 -36.649   945.367  
252.000000 -36.649   945.376  
253.000000 -36.645   945.362  
254.000000 -36.656   945.377  
255.000000 -36.648   945.412  
256.000000 -36.656   945.388  
257.000000 -36.653   945.382  
258.000000 -36.651   945.366  
259.000000 -36.651   945.378  
260.000000 -36.643   945.395  
261.000000 -36.646   945.376  
262.000000 -36.643   945.386  
263.000000 -36.645   945.384  
264.000000 -36.655   945.368  
265.000000 -36.649   945.397  
266.000000 -36.652   945.362  
267.000000 -36.647   945.412  
268.000000 -36.639   945.408  
269.000000 -36.638   945.419  
270.000000 -36.644   945.399  
271.000000 -36.639   945.405  
272.000000 -36.640   945.408  
273.000000 -36.646   945.401  
274.000000 -36.642   945.422  
275.000000 -36.640   945.424  
276.000000 -36.639   945.426  
277.000000 -36.637   945.411  
278.000000 -36.641   945.406  
279.000000 -36.636   945.420  
280.000000 -36.640   945.405  
281.000000 -36.633   945.427  
282.000000 -36.626   945.414  
283.000000 -36.635   945.411  
284.000000 -36.634   945.418  
285.000000 -36.642   945.426  
286.000000 -36.639   945.415  
287.000000 -36.637   945.431  
288.000000 -36.637   945.406  
289.000000 -36.635   945.418  
290.000000 -36.641   945.410  
291.000000 -36.630   945.436  
292.000000 -36.625   945.448  
293.000000 -36.633   945.425  
294.000000 -36.628   945.434  
295.000000 -36.621   945.464  
296.000000 -36.615   945.445  
297.000000 -36.621   945.444  
298.000000 -36.611   945.449  
299.000000 -36.620   945.460  
300.000000 -36.615   945.420  
301.000000 -36.616   945.465  
302.000000 -36.607   945.468  
303.000000 -36.619   945.468  
304.000000 -36.618   945.467  
305.000000 -36.621   945.471  
306.000000 -36.598   945.490  
307.000000 -36.612   945.445  
308.000000 -36.608   945.464  
309.000000 -36.602   945.469  
310.000000 -36.606   945.511  
311.000000 -36.611   945.469  
312.000000 -36.599   945.524  
313.000000 -36.602   945.502  
314.000000 -36.595   945.512  
315.000000 -36.598   945.538  
316.000000 -36.591   945.511  
317.000000 -36.597   945.536  
318.000000 -36.586   945.531  
319.000000 -36.586   945.548  
320.000000 -36.588   945.530  
321.000000 -36.583   945.562  
322.000000 -36.594   945.538  
323.000000 -36.584   945.575  
324.000000 -36.592   945.571  
325.000000 -36.582   945.575  
326.000000 -36.573   945.585  
327.000000 -36.575   945.589  
328.000000 -36.561   945.582  
329.000000 -36.556   945.593  
330.000000 -36.553   945.620  
331.000000 -36.558   945.624  
332.000000 -36.553   945.601  
333.000000 -36.549   945.625  
334.000000 -36.546   945.632  
335.000000 -36.543   945.623  
336.000000 -36.546   945.619  
337.000000 -36.536   945.640  
338.000000 -36.550   945.662  
339.000000 -36.537   945.662  
340.000000 -36.538   945.648  
341.000000 -36.531   945.668  
342.000000 -36.539   945.681  
343.000000 -36.537   945.672  
344.000000 -36.536   945.676  
345.000000 -36.535   945.691  
346.000000 -36.531   945.678  
347.000000 -36.534   945.690  
348.000000 -36.527   945.659  
349.000000 -36.515   945.701  
350.000000 -36.529   945.719  
351.000000 -36.520   945.710  
352.000000 -36.525   945.744  
353.000000 -36.527   945.724  
354.000000 -36.524   945.754  
355.000000 -36.523   945.739  
356.000000 -36.515   945.744  
357.000000 -36.525   945.746  
358.000000 -36.517   945.752  
359.000000 -36.516   945.776  
360.000000 -36.510   945.756  
361.000000 -36.507   945.779  
362.000000 -36.506   945.779  
363.000000 -36.494   945.784  
364.000000 -36.499   945.783  
365.000000 -36.493   945.794  
366.000000 -36.491   945.790  
367.000000 -36.467   945.793  
368.000000 -36.468   945.810  
369.000000 -36.467   945.830  
370.000000 -36.466   945.866  
371.000000 -36.466   945.845  
372.000000 -36.454   945.849  
373.000000 -36.451   945.847  
374.000000 -36.445   945.897  
375.000000 -36.438   945.883  
376.000000 -36.435   945.912  
377.000000 -36.432   945.904  
378.000000 -36.426   945.896  
379.000000 -36.425   945.931  
380.000000 -36.417   945.953  
381.000000 -36.408   945.934  
382.000000 -36.408   945.921  
383.000000 -36.408   945.950  
384.000000 -36.409   945.979  
385.000000 -36.405   945.961  
386.000000 -36.414   945.992  
387.000000 -36.398   945.986  
388.000000 -36.402   945.968  
389.000000 -36.395   945.991  
390.000000 -36.393   945.996  
391.000000 -36.390   945.989  
392.000000 -36.389   946.038  
393.000000 -36.395   946.067  
394.000000 -36.384   946.056  
395.000000 -36.382   946.073  
396.000000 -36.373   946.084  
397.000000 -36.368   946.082  
398.000000 -36.369   946.087  
399.000000 -36.362   946.082  
400.000000 -36.368   946.114  
401.000000 -36.356   946.125  
402.000000 -36.351   946.138  
403.000000 -36.357   946.127  
404.000000 -36.344   946.149  
405.000000 -36.339   946.163  
406.000000 -36.332   946.163  
407.000000 -36.332   946.164  
408.000000 -36.335   946.178  
409.000000 -36.329   946.192  
410.000000 -36.324   946.178  
411.000000 -36.319   946.208  
412.000000 -36.326   946.222  
413.000000 -36.323   946.215  
414.000000 -36.326   946.226  
415.000000 -36.316   946.251  
416.000000 -36.324   946.236  
417.000000 -36.318   946.255  
418.000000 -36.320   946.271  
419.000000 -36.308   946.265  
420.000000 -36.307   946.270  
421.000000 -36.312   946.287  
422.000000 -36.302   946.328  
423.000000 -36.296   946.324  
424.000000 -36.292   946.352  
425.000000 -36.298   946.352  
426.000000 -36.284   946.373  
427.000000 -36.277   946.339  
428.000000 -36.276   946.392  
429.000000 -36.271   946.396  
430.000000 -36.269   946.416  
