431.000000 -36.272   946.442  
432.000000 -36.259   946.442  
433.000000 -36.243   946.454  
434.000000 -36.253   946.450  
435.000000 -36.245   946.469  
436.000000 -36.253   946.489  
437.000000 -36.233   946.481  
438.000000 -36.238   946.535  
439.000000 -36.221   946.542  
440.000000 -36.224   946.513  
441.000000 -36.216   946.544  
442.000000 -36.217   946.572  
443.000000 -36.223   946.577  
444.000000 -36.213   946.618  
445.000000 -36.206   946.584  
446.000000 -36.208   946.591  
447.000000 -36.197   946.612  
448.000000 -36.198   946.640  
449.000000 -36.188   946.650  
450.000000 -36.179   946.669  
451.000000 -36.185   946.664  
452.000000 -36.182   946.636  
453.000000 -36.176   946.646  
454.000000 -36.170   946.657  
455.000000 -36.176   946.640  
456.000000 -36.178   946.664  
457.000000 -36.181   946.623  
458.000000 -36.184   946.615  
459.000000 -36.187   946.605  
460.000000 -36.194   946.558  
461.000000 -36.198   946.546  
462.000000 -36.209   946.498  
463.000000 -36.223   946.502  
464.000000 -36.230   946.463  
465.000000 -36.233   946.455  
466.000000 -36.248   946.369  
467.000000 -36.308   946.388  
468.000000 -36.287   946.230  
469.000000 -36.310   946.181  
470.000000 -36.331   946.125  
471.000000 -36.344   946.042  
472.000000 -36.366   945.976  
473.000000 -36.383   945.911  
474.000000 -36.410   945.853  
475.000000 -36.432   945.753  
476.000000 -36.454   945.681  
477.000000 -36.483   945.592  
478.000000 -36.500   945.487  
479.000000 -36.532   945.389  
480.000000 -36.562   945.307  
481.000000 -36.597   945.217  
482.000000 -36.641   945.131  
483.000000 -36.685   945.042  
484.000000 -36.738   944.946  
485.000000 -36.785   944.852  
486.000000 -36.959   944.883  
487.000000 -37.011   944.822  
488.000000 -37.007   944.600  
489.000000 -37.069   944.556  
490.000000 -37.128   944.500  
491.000000 -37.184   944.435  
492.000000 -37.217   944.405  
493.000000 -37.258   944.413  
494.000000 -37.257   944.369  
495.000000 -37.262   944.364  
496.000000 -37.264   944.314  
497.000000 -37.242   944.320  
498.000000 -37.217   944.326  
499.000000 -37.179   944.281  
500.000000 -37.146   944.240  
501.000000 -37.110   944.248  
502.000000 -37.068   944.191  
503.000000 -37.033   944.149  
504.000000 -37.007   944.095  
505.000000 -37.007   944.028  
506.000000 -37.017   944.070  
507.000000 -37.072   943.986  
508.000000 -37.094   943.808  
509.000000 -37.144   943.768  
510.000000 -37.181   943.682  
511.000000 -37.276   943.631  
512.000000 -37.355   943.576  
513.000000 -37.451   943.557  
514.000000 -37.548   943.529  
515.000000 -37.628   943.503  
516.000000 -37.718   943.495  
517.000000 -37.771   943.486  
518.000000 -37.798   943.452  
519.000000 -37.815   943.476  
520.000000 -37.809   943.475  
521.000000 -37.781   943.486  
522.000000 -37.739   943.469  
523.000000 -37.644   943.503  
524.000000 -37.585   943.543  
525.000000 -37.509   943.554  
526.000000 -37.387   943.626  
527.000000 -37.265   943.698  
528.000000 -37.198   943.673  
529.000000 -37.154   943.742  
530.000000 -37.099   943.803  
531.000000 -37.086   943.837  
532.000000 -37.074   943.863  
533.000000 -37.075   943.933  
534.000000 -37.086   943.956  
535.000000 -37.122   943.982  
536.000000 -37.149   944.005  
537.000000 -37.179   944.004  
538.000000 -37.216   944.058  
539.000000 -37.259   944.068  
540.000000 -37.296   944.107  
541.000000 -37.319   944.133  
542.000000 -37.333   944.159  
543.000000 -37.341   944.202  
544.000000 -37.335   944.252  
545.000000 -37.317   944.273  
546.000000 -37.185   944.333  
547.000000 -37.179   944.393  
548.000000 -37.121   944.419  
549.000000 -37.048   944.494  
550.000000 -36.995   944.510  
551.000000 -36.936   944.555  
552.000000 -36.890   944.602  
553.000000 -36.852   944.630  
554.000000 -36.820   944.661  
555.000000 -36.793   944.718  
556.000000 -36.780   944.726  
557.000000 -36.761   944.787  
558.000000 -36.762   944.789  
559.000000 -36.765   944.827  
560.000000 -36.782   944.838  
561.000000 -36.797   944.867  
562.000000 -36.821   944.913  
563.000000 -36.838   944.968  
564.000000 -36.854   944.980  
565.000000 -36.866   945.027  
566.000000 -36.893   945.087  
567.000000 -36.883   945.146  
568.000000 -36.879   945.211  
569.000000 -36.852   945.219  
570.000000 -36.830   945.287  
571.000000 -36.790   945.302  
572.000000 -36.753   945.347  
573.000000 -36.714   945.380  
574.000000 -36.671   945.425  
575.000000 -36.636   945.446  
576.000000 -36.583   945.486  
577.000000 -36.548   945.521  
578.000000 -36.518   945.534  
579.000000 -36.498   945.577  
580.000000 -36.485   945.612  
581.000000 -36.452   945.605  
582.000000 -36.432   945.627  
583.000000 -36.424   945.651  
584.000000 -36.411   945.673  
585.000000 -36.401   945.665  
586.000000 -36.444   945.671  
587.000000 -36.439   945.692  
588.000000 -36.460   945.689  
589.000000 -36.470   945.701  
590.000000 -36.487   945.715  
591.000000 -36.509   945.732  
592.000000 -36.529   945.732  
593.000000 -36.538   945.766  
594.000000 -36.539   945.767  
595.000000 -36.537   945.761  
596.000000 -36.535   945.799  
597.000000 -36.529   945.782  
598.000000 -36.523   945.825  
599.000000 -36.496   945.824  
600.000000 -36.497   945.817  
601.000000 -36.471   945.819  
602.000000 -36.454   945.836  
603.000000 -36.435   945.851  
604.000000 -36.421   945.830  
605.000000 -36.386   945.837  
606.000000 -36.383   945.828  
607.000000 -36.393   945.818  
608.000000 -36.393   945.835  
609.000000 -36.399   945.832  
610.000000 -36.409   945.831  
611.000000 -36.420   945.829  
612.000000 -36.445   945.831  
613.000000 -36.448   945.827  
614.000000 -36.465   945.800  
615.000000 -36.485   945.848  
616.000000 -36.486   945.823  
617.000000 -36.499   945.837  
618.000000 -36.492   945.860  
619.000000 -36.485   945.850  
620.000000 -36.493   945.855  
621.000000 -36.486   945.841  
622.000000 -36.483   945.820  
623.000000 -36.471   945.845  
624.000000 -36.462   945.832  
625.000000 -36.420   945.874  
626.000000 -36.413   945.862  
627.000000 -36.416   945.840  
628.000000 -36.407   945.853  
629.000000 -36.414   945.853  
630.000000 -36.410   945.853  
631.000000 -36.420   945.839  
632.000000 -36.412   945.836  
633.000000 -36.426   945.844  
634.000000 -36.428   945.848  
635.000000 -36.444   945.828  
636.000000 -36.464   945.815  
637.000000 -36.463   945.800  
638.000000 -36.476   945.825  
639.000000 -36.481   945.779  
640.000000 -36.487   945.772  
641.000000 -36.502   945.758  
642.000000 -36.506   945.767  
643.000000 -36.499   945.756  
644.000000 -36.503   945.737  
645.000000 -36.495   945.745  
646.000000 -36.499   945.718  
647.000000 -36.500   945.696  
648.000000 -36.503   945.694  
649.000000 -36.506   945.705  
650.000000 -36.501   945.699  
651.000000 -36.491   945.690  
652.000000 -36.500   945.673  
653.000000 -36.492   945.706  
654.000000 -36.488   945.700  
655.000000 -36.493   945.687  
656.000000 -36.491   945.678  
657.000000 -36.500   945.705  
658.000000 -36.497   945.677  
659.000000 -36.493   945.656  
660.000000 -36.496   945.647  
661.000000 -36.510   945.666  
662.000000 -36.507   945.658  
663.000000 -36.510   945.639  
664.000000 -36.505   945.635  
665.000000 -36.523   945.617  
666.000000 -36.522   945.563  
667.000000 -36.526   945.575  
668.000000 -36.535   945.584  
669.000000 -36.528   945.556  
670.000000 -36.533   945.543  
671.000000 -36.548   945.492  
672.000000 -36.548   945.490  
673.000000 -36.552   945.467  
674.000000 -36.557   945.424  
675.000000 -36.557   945.407  
676.000000 -36.576   945.401  
677.000000 -36.593   945.389  
678.000000 -36.605   945.361  
679.000000 -36.612   945.366  
680.000000 -36.622   945.344  
681.000000 -36.639   945.336  
682.000000 -36.657   945.291  
683.000000 -36.651   945.310  
684.000000 -36.666   945.296  
685.000000 -36.702   945.281  
686.000000 -36.693   945.274  
687.000000 -36.700   945.270  
688.000000 -36.699   945.272  
689.000000 -36.701   945.246  
690.000000 -36.712   945.215  
691.000000 -36.706   945.236  
692.000000 -36.715   945.200  
693.000000 -36.702   945.193  
694.000000 -36.711   945.149  
695.000000 -36.706   945.171  
696.000000 -36.706   945.139  
697.000000 -36.713   945.132  
698.000000 -36.719   945.131  
699.000000 -36.721   945.085  
700.000000 -36.720   945.100  
701.000000 -36.744   945.061  
702.000000 -36.748   945.067  
703.000000 -36.755   945.013  
704.000000 -36.774   945.009  
705.000000 -36.816   944.986  
706.000000 -36.809   944.972  
707.000000 -36.830   944.975  
708.000000 -36.833   944.967  
709.000000 -36.840   944.959  
710.000000 -36.855   944.940  
711.000000 -36.863   944.913  
712.000000 -36.875   944.911  
713.000000 -36.884   944.853  
714.000000 -36.888   944.849  
715.000000 -36.889   944.798  
716.000000 -36.900   944.794  
717.000000 -36.898   944.743  
718.000000 -36.899   944.732  
719.000000 -36.906   944.712  
720.000000 -36.913   944.687  
721.000000 -36.935   944.661  
722.000000 -36.940   944.630  
723.000000 -36.948   944.628  
724.000000 -37.000   944.636  
725.000000 -37.018   944.610  
726.000000 -37.006   944.545  
727.000000 -37.028   944.528  
728.000000 -37.043   944.521  
729.000000 -37.052   944.493  
730.000000 -37.062   944.462  
731.000000 -37.071   944.451  
732.000000 -37.067   944.417  
733.000000 -37.073   944.427  
734.000000 -37.086   944.405  
735.000000 -37.093   944.371  
736.000000 -37.091   944.345  
737.000000 -37.095   944.330  
738.000000 -37.097   944.343  
739.000000 -37.101   944.333  
740.000000 -37.097   944.337  
741.000000 -37.096   944.318  
742.000000 -37.108   944.302  
743.000000 -37.100   944.341  
744.000000 -37.099   944.345  
745.000000 -37.103   944.328  
746.000000 -37.103   944.339  
747.000000 -37.094   944.364  
748.000000 -37.096   944.373  
749.000000 -37.092   944.354  
750.000000 -37.082   944.376  
751.000000 -37.071   944.408  
752.000000 -37.065   944.405  
753.000000 -37.053   944.428  
754.000000 -37.051   944.474  
755.000000 -37.046   944.460  
756.000000 -37.032   944.493  
757.000000 -37.024   944.458  
758.000000 -37.002   944.528  
759.000000 -37.005   944.546  
760.000000 -36.993   944.569  
761.000000 -36.985   944.590  
762.000000 -36.974   944.611  
763.000000 -36.971   944.639  
764.000000 -36.945   944.672  
765.000000 -36.954   944.704  
766.000000 -36.933   944.721  
767.000000 -36.930   944.746  
768.000000 -36.928   944.771  
769.000000 -36.913   944.823  
770.000000 -36.905   944.855  
771.000000 -36.891   944.862  
772.000000 -36.883   944.889  
773.000000 -36.865   944.920  
774.000000 -36.860   944.958  
775.000000 -36.839   944.983  
776.000000 -36.821   945.010  
777.000000 -36.813   945.049  
778.000000 -36.807   945.046  
779.000000 -36.786   945.088  
780.000000 -36.776   945.110  
781.000000 -36.775   945.156  
782.000000 -36.753   945.160  
783.000000 -36.746   945.168  
784.000000 -36.718   945.183  
785.000000 -36.720   945.247  
786.000000 -36.711   945.308  
787.000000 -36.699   945.302  
788.000000 -36.692   945.288  
789.000000 -36.688   945.314  
790.000000 -36.690   945.312  
791.000000 -36.678   945.319  
792.000000 -36.667   945.338  
793.000000 -36.665   945.335  
794.000000 -36.661   945.363  
795.000000 -36.659   945.359  
796.000000 -36.657   945.374  
797.000000 -36.656   945.370  
798.000000 -36.660   945.372  
799.000000 -36.674   945.408  
800.000000 -36.668   945.447  
801.000000 -36.670   945.457  
802.000000 -36.668   945.468  
803.000000 -36.664   945.476  
804.000000 -36.643   945.533  
805.000000 -36.653   945.590  
806.000000 -36.626   945.616  
807.000000 -36.607   945.623  
808.000000 -36.592   945.684  
809.000000 -36.561   945.702  
810.000000 -36.539   945.724  
811.000000 -36.517   945.757  
812.000000 -36.497   945.770  
813.000000 -36.501   945.794  
814.000000 -36.461   945.805  
815.000000 -36.452   945.804  
816.000000 -36.431   945.839  
817.000000 -36.408   945.824  
818.000000 -36.396   945.836  
819.000000 -36.384   945.859  
820.000000 -36.382   945.834  
821.000000 -36.375   945.842  
822.000000 -36.386   945.849  
823.000000 -36.422   945.835  
824.000000 -36.447   945.847  
825.000000 -36.441   945.815  
826.000000 -36.463   945.826  
827.000000 -36.477   945.804  
828.000000 -36.478   945.763  
829.000000 -36.499   945.784  
830.000000 -36.506   945.734  
831.000000 -36.524   945.723  
832.000000 -36.529   945.690  
833.000000 -36.527   945.659  
834.000000 -36.535   945.690  
835.000000 -36.538   945.651  
836.000000 -36.534   945.603  
837.000000 -36.539   945.605  
838.000000 -36.546   945.573  
839.000000 -36.535   945.539  
840.000000 -36.530   945.548  
841.000000 -36.539   945.538  
842.000000 -36.537   945.526  
843.000000 -36.557   945.500  
844.000000 -36.567   945.491  
845.000000 -36.561   945.447  
846.000000 -36.564   945.447  
847.000000 -36.581   945.404  
848.000000 -36.594   945.427  
849.000000 -36.601   945.403  
850.000000 -36.619   945.395  
851.000000 -36.631   945.401  
852.000000 -36.634   945.365  
853.000000 -36.646   945.366  
854.000000 -36.646   945.387  
855.000000 -36.651   945.359  
856.000000 -36.652   945.361  
857.000000 -36.660   945.373  
858.000000 -36.666   945.380  
859.000000 -36.668   945.357  
860.000000 -36.663   945.345  
861.000000 -36.657   945.326  
862.000000 -36.659   945.340  
863.000000 -36.649   945.324  
864.000000 -36.647   945.304  
865.000000 -36.654   945.294  
866.000000 -36.649   945.283  
867.000000 -36.646   945.292  
868.000000 -36.653   945.256  
869.000000 -36.648   945.260  
870.000000 -36.662   945.243  
871.000000 -36.671   945.222  
872.000000 -36.684   945.214  
873.000000 -36.695   945.225  
874.000000 -36.706   945.197  
875.000000 -36.706   945.193  
876.000000 -36.722   945.215  
877.000000 -36.734   945.181  
878.000000 -36.733   945.213  
879.000000 -36.737   945.193  
880.000000 -36.737   945.193  
881.000000 -36.747   945.222  
882.000000 -36.741   945.219  
883.000000 -36.730   945.180  
884.000000 -36.730   945.232  
885.000000 -36.726   945.242  
886.000000 -36.716   945.240  
887.000000 -36.706   945.267  
888.000000 -36.708   945.270  
889.000000 -36.687   945.274  
890.000000 -36.678   945.292  
891.000000 -36.672   945.318  
892.000000 -36.673   945.305  
893.000000 -36.661   945.327  
894.000000 -36.647   945.338  
895.000000 -36.650   945.342  
896.000000 -36.640   945.339  
897.000000 -36.641   945.339  
898.000000 -36.638   945.353  
899.000000 -36.643   945.371  
900.000000 -36.645   945.374  
901.000000 -36.649   945.376  
902.000000 -36.648   945.402  
903.000000 -36.653   945.390  
904.000000 -36.656   945.383  
905.000000 -36.656   945.417  
906.000000 -36.659   945.398  
907.000000 -36.661   945.429  
908.000000 -36.649   945.428  
909.000000 -36.646   945.409  
910.000000 -36.651   945.399  
911.000000 -36.645   945.406  
912.000000 -36.640   945.444  
913.000000 -36.631   945.405  
914.000000 -36.629   945.424  
915.000000 -36.621   945.416  
916.000000 -36.629   945.449  
917.000000 -36.630   945.431  
918.000000 -36.627   945.450  
919.000000 -36.620   945.393  
920.000000 -36.620   945.418  
921.000000 -36.621   945.441  
922.000000 -36.624   945.441  
923.000000 -36.626   945.426  
924.000000 -36.626   945.463  
925.000000 -36.620   945.479  
926.000000 -36.627   945.473  
927.000000 -36.623   945.508  
928.000000 -36.622   945.512  
929.000000 -36.613   945.526  
930.000000 -36.604   945.473  
931.000000 -36.599   945.516  
932.000000 -36.604   945.535  
